äJénì˙,èIóπì˙,âÒìöÇÃêiçsèÛãµ,èIóπèÛãµ,âÒìöéûä‘ÅiïbÅj,ìØà”Ç∑ÇÈÇ©,èIóπì˙,IDê∂ê¨,ìΩñº,ïÍçëåÍ,ìØà”Ç∑ÇÈÇ©,îNóÓ,ê´ï ,ç≈èIäwó,å¬êlé˚ì¸,ê¢ë—é˚ì¸,BADEó˚èKÉqÉìÉg1âéﬂ1,BADEó˚èKÉqÉìÉg1âéﬂ2,BADEó˚èKÉqÉìÉg1âéﬂ3,BADEó˚èKÉqÉìÉg1âéﬂ4,BADEó˚èKÉqÉìÉg2âéﬂ1,BADEó˚èKÉqÉìÉg2âéﬂ2,BADEó˚èKÉqÉìÉg2âéﬂ3,BADEó˚èKÉqÉìÉg2âéﬂ4,BADEó˚èKÉqÉìÉg3âéﬂ1,BADEó˚èKÉqÉìÉg3âéﬂ2,BADEó˚èKÉqÉìÉg3âéﬂ3,BADEó˚èKÉqÉìÉg3âéﬂ4,BADE1ÉqÉìÉg1âéﬂ1,BADE1ÉqÉìÉg1âéﬂ2,BADE1ÉqÉìÉg1âéﬂ3,BADE1ÉqÉìÉg1âéﬂ4,BADE1ÉqÉìÉg2âéﬂ1,BADE1ÉqÉìÉg2âéﬂ2,BADE1ÉqÉìÉg2âéﬂ3,BADE1ÉqÉìÉg2âéﬂ4,BADE1ÉqÉìÉg3âéﬂ1,BADE1ÉqÉìÉg3âéﬂ2,BADE1ÉqÉìÉg3âéﬂ3,BADE1ÉqÉìÉg3âéﬂ4,BADE2ÉqÉìÉg1âéﬂ1,BADE2ÉqÉìÉg1âéﬂ2,BADE2ÉqÉìÉg1âéﬂ3,BADE2ÉqÉìÉg1âéﬂ4,BADE2ÉqÉìÉg2âéﬂ1,BADE2ÉqÉìÉg2âéﬂ2,BADE2ÉqÉìÉg2âéﬂ3,BADE2ÉqÉìÉg2âéﬂ4,BADE2ÉqÉìÉg3âéﬂ1,BADE2ÉqÉìÉg3âéﬂ2,BADE2ÉqÉìÉg3âéﬂ3,BADE2ÉqÉìÉg3âéﬂ4,BADE3ÉqÉìÉg1âéﬂ1,BADE3ÉqÉìÉg1âéﬂ2,BADE3ÉqÉìÉg1âéﬂ3,BADE3ÉqÉìÉg1âéﬂ4,BADE3ÉqÉìÉg2âéﬂ1,BADE3ÉqÉìÉg2âéﬂ2,BADE3ÉqÉìÉg2âéﬂ3,BADE3ÉqÉìÉg2âéﬂ4,BADE3ÉqÉìÉg3âéﬂ1,BADE3ÉqÉìÉg3âéﬂ2,BADE3ÉqÉìÉg3âéﬂ3,BADE3ÉqÉìÉg3âéﬂ4,BADE4ÉqÉìÉg1âéﬂ1,BADE4ÉqÉìÉg1âéﬂ2,BADE4ÉqÉìÉg1âéﬂ3,BADE4ÉqÉìÉg1âéﬂ4,BADE4ÉqÉìÉg2âéﬂ1,BADE4ÉqÉìÉg2âéﬂ2,BADE4ÉqÉìÉg2âéﬂ3,BADE4ÉqÉìÉg2âéﬂ4,BADE4ÉqÉìÉg3âéﬂ1,BADE4ÉqÉìÉg3âéﬂ2,BADE4ÉqÉìÉg3âéﬂ3,BADE4ÉqÉìÉg3âéﬂ4,BADE5ÉqÉìÉg1âéﬂ1,BADE5ÉqÉìÉg1âéﬂ2,BADE5ÉqÉìÉg1âéﬂ3,BADE5ÉqÉìÉg1âéﬂ4,BADE5ÉqÉìÉg2âéﬂ1,BADE5ÉqÉìÉg2âéﬂ2,BADE5ÉqÉìÉg2âéﬂ3,BADE5ÉqÉìÉg2âéﬂ4,BADE5ÉqÉìÉg3âéﬂ1,BADE5ÉqÉìÉg3âéﬂ2,BADE5ÉqÉìÉg3âéﬂ3,BADE5ÉqÉìÉg3âéﬂ4,BADE6ÉqÉìÉg1âéﬂ1,BADE6ÉqÉìÉg1âéﬂ2,BADE6ÉqÉìÉg1âéﬂ3,BADE6ÉqÉìÉg1âéﬂ4,BADE6ÉqÉìÉg2âéﬂ1,BADE6ÉqÉìÉg2âéﬂ2,BADE6ÉqÉìÉg2âéﬂ3,BADE6ÉqÉìÉg2âéﬂ4,BADE6ÉqÉìÉg3âéﬂ1,BADE6ÉqÉìÉg3âéﬂ2,BADE6ÉqÉìÉg3âéﬂ3,BADE6ÉqÉìÉg3âéﬂ4,BADE7ÉqÉìÉg1âéﬂ1,BADE7ÉqÉìÉg1âéﬂ2,BADE7ÉqÉìÉg1âéﬂ3,BADE7ÉqÉìÉg1âéﬂ4,BADE7ÉqÉìÉg2âéﬂ1,BADE7ÉqÉìÉg2âéﬂ2,BADE7ÉqÉìÉg2âéﬂ3,BADE7ÉqÉìÉg2âéﬂ4,BADE7ÉqÉìÉg3âéﬂ1,BADE7ÉqÉìÉg3âéﬂ2,BADE7ÉqÉìÉg3âéﬂ3,BADE7ÉqÉìÉg3âéﬂ4,BADE8ÉqÉìÉg1âéﬂ1,BADE8ÉqÉìÉg1âéﬂ2,BADE8ÉqÉìÉg1âéﬂ3,BADE8ÉqÉìÉg1âéﬂ4,BADE8ÉqÉìÉg2âéﬂ1,BADE8ÉqÉìÉg2âéﬂ2,BADE8ÉqÉìÉg2âéﬂ3,BADE8ÉqÉìÉg2âéﬂ4,BADE8ÉqÉìÉg3âéﬂ1,BADE8ÉqÉìÉg3âéﬂ2,BADE8ÉqÉìÉg3âéﬂ3,BADE8ÉqÉìÉg3âéﬂ4,BADE9ÉqÉìÉg1âéﬂ1,BADE9ÉqÉìÉg1âéﬂ2,BADE9ÉqÉìÉg1âéﬂ3,BADE9ÉqÉìÉg1âéﬂ4,BADE9ÉqÉìÉg2âéﬂ1,BADE9ÉqÉìÉg2âéﬂ2,BADE9ÉqÉìÉg2âéﬂ3,BADE9ÉqÉìÉg2âéﬂ4,BADE9ÉqÉìÉg3âéﬂ1,BADE9ÉqÉìÉg3âéﬂ2,BADE9ÉqÉìÉg3âéﬂ3,BADE9ÉqÉìÉg3âéﬂ4,BADE10ÉqÉìÉg1âéﬂ1,BADE10ÉqÉìÉg1âéﬂ2,BADE10ÉqÉìÉg1âéﬂ3,BADE10ÉqÉìÉg1âéﬂ4,BADE10ÉqÉìÉg2âéﬂ1,BADE10ÉqÉìÉg2âéﬂ2,BADE10ÉqÉìÉg2âéﬂ3,BADE10ÉqÉìÉg2âéﬂ4,BADE10ÉqÉìÉg3âéﬂ1,BADE10ÉqÉìÉg3âéﬂ2,BADE10ÉqÉìÉg3âéﬂ3,BADE10ÉqÉìÉg3âéﬂ4,BADE11ÉqÉìÉg1âéﬂ1,BADE11ÉqÉìÉg1âéﬂ2,BADE11ÉqÉìÉg1âéﬂ3,BADE11ÉqÉìÉg1âéﬂ4,BADE11ÉqÉìÉg2âéﬂ1,BADE11ÉqÉìÉg2âéﬂ2,BADE11ÉqÉìÉg2âéﬂ3,BADE11ÉqÉìÉg2âéﬂ4,BADE11ÉqÉìÉg3âéﬂ1,BADE11ÉqÉìÉg3âéﬂ2,BADE11ÉqÉìÉg3âéﬂ3,BADE11ÉqÉìÉg3âéﬂ4,BADE12ÉqÉìÉg1âéﬂ1,BADE12ÉqÉìÉg1âéﬂ2,BADE12ÉqÉìÉg1âéﬂ3,BADE12ÉqÉìÉg1âéﬂ4,BADE12ÉqÉìÉg2âéﬂ1,BADE12ÉqÉìÉg2âéﬂ2,BADE12ÉqÉìÉg2âéﬂ3,BADE12ÉqÉìÉg2âéﬂ4,BADE12ÉqÉìÉg3âéﬂ1,BADE12ÉqÉìÉg3âéﬂ2,BADE12ÉqÉìÉg3âéﬂ3,BADE12ÉqÉìÉg3âéﬂ4,ã^éóâ»äwêMïÚé⁄ìx1,ã^éóâ»äwêMïÚé⁄ìx2,ã^éóâ»äwêMïÚé⁄ìx3,ã^éóâ»äwêMïÚé⁄ìx4,ã^éóâ»äwêMïÚé⁄ìx5,ã^éóâ»äwêMïÚé⁄ìx6,ã^éóâ»äwêMïÚé⁄ìx7,ã^éóâ»äwêMïÚé⁄ìx8,ã^éóâ»äwêMïÚé⁄ìx9,ã^éóâ»äwêMïÚé⁄ìx10,ã^éóâ»äwêMïÚé⁄ìx11,ã^éóâ»äwêMïÚé⁄ìx12,ã^éóâ»äwêMïÚé⁄ìx13,ã^éóâ»äwêMïÚé⁄ìx14,ã^éóâ»äwêMïÚé⁄ìx15,ã^éóâ»äwêMïÚé⁄ìx16,ã^éóâ»äwêMïÚé⁄ìx17,ã^éóâ»äwêMïÚé⁄ìx18,ã^éóâ»äwêMïÚé⁄ìx19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,â»äwìIêÑò_î\óÕ1,â»äwìIêÑò_î\óÕ2,â»äwìIêÑò_î\óÕ3,â»äwìIêÑò_î\óÕ4,â»äwìIêÑò_î\óÕ5,â»äwìIêÑò_î\óÕ6,â»äwìIêÑò_î\óÕ7,â»äwìIêÑò_î\óÕ8,â»äwìIêÑò_î\óÕ9,â»äwìIêÑò_î\óÕ10,â»äwìIêÑò_î\óÕ11,â»äwìIêÑò_î\óÕ12,îÌäQñœëz1,îÌäQñœëz2,îÌäQñœëz3,îÌäQñœëz4,îÌäQñœëz5,îÌäQñœëz6,îÌäQñœëz7,îÌäQñœëz8,îÌäQñœëz9,îÌäQñœëz10,îÌäQñœëz11,îÌäQñœëz12,îÌäQñœëz13,îÌäQñœëz14,îÌäQñœëz15,îÌäQñœëz16,îÌäQñœëz17,îÌäQñœëz18,CRT1,CRT2,CRT3
2024/6/26 2:06,2024/6/26 2:26,0,100,1191,1,2024/6/26 2:26,R_4X7xQDcOFt6UrRf,anonymous,JA,1,28,2,2,320,320,7,6.5,6,5,7,8.5,6,7.5,5.5,9,6,9,8,7.5,5,8,8.5,7.5,3,9,6,3.5,1.5,10,7,6.5,7,7,4,8,2.5,7,0.5,4,1,6,7,5,5,6,8,6,7,8,8,6,7,8,7,7,3,7.5,7,7,3,7.5,1.5,1.5,1.5,10,6.5,6.5,2.5,7,6.5,3.5,2.5,8.5,0,0.5,2.5,10,5,3.5,3,7,3,3.5,3,7,1,1,0.5,10,5,5,3,5,7,6.5,1,7.5,7,6.5,1,9.5,6.5,7,3.5,7,7.5,4,1,8.5,7.5,3,0,10,6.5,7,3.5,6.5,4.5,6,1,8.5,1.5,0,0,10,7,7.5,6,7,8,7.5,6,8.5,3.5,1.5,4.5,9.5,6.5,6.5,6.5,7,6.5,6.5,6.5,7,2,1.5,2.5,10,6.5,7,5,5,6.5,7,4,6.5,8,7,1,10,2,4,2,3,4,4,3,4,1,2,3,3,1,5,4,3,2,3,2,8,9,4,7,4,2,1,2,2,2,1,1,2,1,2,1,1,2,2,4,5,4,3,4,4,4,5,5,5,5,5,4,5,5,5,100,5,24
2024/6/26 2:12,2024/6/26 2:53,0,100,2418,1,2024/6/26 2:53,R_43eZexASeTpYG5L,anonymous,JA,1,49,2,3,,,7.5,6,2,5.5,3,6,2,7.5,1.5,4.5,1.5,7.5,8,2,2,6.5,4,1,1,3,0.5,1,0.5,8.5,7.5,7.5,7.5,7.5,2.5,8,2.5,7.5,1,3.5,2.5,3.5,8.5,4,2,7.5,8.5,2,2,8.5,2,2,2,8.5,8.5,5.5,3.5,6.5,8.5,5.5,3.5,8.5,3.5,3.5,3.5,9,8,8,2,8,2,8,2,8,1,1,1,9,7,5.5,2,9,4,2.5,2,9,2,2,2,9.5,9,1,1,9,7.5,1,1,9,6,1,1,9,8,2.5,2.5,8.5,8,1,1,9.5,3,1,1,9.5,8,8.5,5,7,8,9,6.5,9,1,1,1,9.5,7.5,6,4,0.5,7.5,1,4,6,1,1,1,8.5,8.5,1,2.5,7.5,8.5,1,4.5,7.5,1,1,1,9.5,8,7.5,3.5,6,8,8,4,6.5,5.5,3.5,1.5,9,4,4,3,3,4,1,3,3,4,2,3,4,3,4,4,4,4,3,1,8,6,6,8,9,2,2,2,2,1,2,1,2,2,2,1,2,4,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,50,5,12
2024/6/26 2:00,2024/6/26 2:33,0,100,2021,1,2024/6/26 2:33,R_4LaTfyYhdzTsHDl,anonymous,JA,1,52,2,3,0,,8,2,2,5,3,7.5,4,7,2,3,6,7,7,2,1.5,7,6,2,1.5,7,3,2,1.5,9,7.5,5,8,6.5,2,8,6.5,7,5,3.5,6.5,7,7,2.5,5,7,6.5,2.5,5,8,2,1,5,9,9,7,5,8,9,7,5,8,6,2,2,10,7.5,7,2.5,8,2.5,2.5,5,9,1,1,5,10,8,5,5,7,8,2,6,7,5,1,2,9,7,7,5,7,7,5,2,9.5,3.5,6,2,9.5,7.5,7,5,7.5,7.5,5,5,8.5,4.5,2.5,5,10,7.5,7,5,7,7,5,5,7,2,5,2,9,7,6,5,7.5,7,5,5,7.5,3,1,5,7.5,7,5,5,6,7,5,5,6,7,5,5,8.5,7,7,5,6,7,7,4,7,5,5,5,9,4,4,4,4,4,3,2,3,3,3,3,3,4,4,4,4,3,2,2,5,7,6,5,5,1,2,2,2,1,2,2,2,2,1,2,2,3,3,4,5,4,4,3,4,3,4,3,4,5,5,4,4,5,5,100,5,47
2024/6/26 3:13,2024/6/26 3:41,0,100,1675,1,2024/6/26 3:41,R_4Pn9a9g2nQ4Wgvv,anonymous,JA,1,32,2,3,192,192,6.5,6.5,5,6,5,6.5,7.5,8,2.5,4.5,7.5,8.5,7,7.5,5,7,7,7,5,9,7,7,5,10,7,7,7,7,4,8,4,7,4,2.5,4,8.5,7,5,5,7,8,5,5,8,2,2,2,10,8,7,6.5,7,8,7,6.5,7,5.5,2,0,10,7,7,7,7,7,2,2.5,8,0,0,2.5,9.5,6.5,3.5,3.5,6.5,6.5,3.5,3.5,7,5,0,0.5,10,7,7,1,7,7,7,1,7,7,7,1,8,5,6,3,6,6.5,5,3,7.5,7.5,5,3,9,7,7,5.5,7,6.5,6.5,3.5,7,1,6.5,1,9.5,3.5,6,6,6,3.5,6,3.5,7,1,0,0,8.5,7,5,5,7,7,5,5,7,3,1,3,9,7,7,6.5,5.5,6.5,6.5,4,5.5,7.5,5,5,8.5,4,4,2,3,4,4,4,3,1,3,1,1,2,4,3,3,2,1,2,9,9,5,6,8,1,2,1,2,2,1,1,2,1,1,1,1,2,2,3,5,5,2,3,3,2,2,1,5,4,5,3,5,5,5,100,5,24
2024/6/26 2:25,2024/6/26 3:05,0,100,2389,1,2024/6/26 3:05,R_4ohWbE7flbO4gox,anonymous,JA,1,45,1,4,320,320,6.5,5,5.5,5.5,7.5,7,6,8,5,7,5.5,8.5,7,0.5,1,1.5,7.5,0.5,0.5,6,7,5,0.5,8.5,8,5.5,7.5,8,4.5,7,4,4.5,4.5,5,6,6,8,4.5,1.5,7.5,8,4,1.5,8.5,0,0.5,0.5,10,7,7,7,7,5,6.5,5,7,1.5,1,1,9,7,7,1.5,7,0,0,5,9.5,0,0,5,10,7,6,5,5,5.5,5,5,5.5,5.5,5,2,5.5,6.5,5,0.5,6,6.5,5,0.5,7.5,0.5,3.5,0.5,9,8.5,7.5,3.5,5,9.5,3.5,3.5,6.5,9.5,2.5,4,7.5,5,5,5,5,5,5,5,5,0,0,0,10,4,2.5,5,5,5.5,2,2,5.5,4,0.5,2,6.5,6.5,2.5,5,6.5,6,2.5,5,6.5,1,2,5,8,5.5,5.5,4.5,5.5,5.5,6.5,4,5.5,6.5,4.5,2.5,8.5,4,4,4,4,5,4,2,4,3,3,3,4,4,4,4,3,4,3,3,7,10,4,4,7,1,1,1,2,2,2,1,2,1,2,1,1,4,4,4,5,4,3,4,4,3,3,4,5,4,5,3,5,5,3,50,5,47
2024/6/26 2:41,2024/6/26 3:12,0,100,1870,1,2024/6/26 3:12,R_4FrDKwWhrF9JAXy,anonymous,JA,1,35,2,4,0,750,6,3,2,4,2,4,1,7,0.5,2,0,8,5,4,2,6,4,1,0.5,8,1,0.5,0,9.5,5.5,5.5,5.5,6,0.5,7.5,1,0,0.5,6.5,1,3,6.5,4,3,6,7.5,0,1,7,0,0,0,10,5.5,5.5,4.5,5.5,4.5,5.5,3.5,5.5,1,1,0,9,6,5.5,1,5.5,0,0,0,10,0,0,0,10,2,0.5,0.5,5,4,0.5,0.5,5,0,0,0,8,5.5,5.5,0,3.5,5,5,0,4.5,5,5,0,4.5,5.5,6,5,4,5,4,5,7.5,0.5,4,5,9.5,5,5,4.5,5,5,5,4,5,0,0.5,0,10,5,0,4.5,5,5,0,4.5,5,0,0,3,5,6,4,4,6,6,4,4,6,0,0.5,3,9,6.5,6.5,1,4,6,6,4,4,2,2,0.5,8.5,4,4,2,4,5,3,3,4,3,3,2,4,4,3,4,4,5,3,3,10,4,5,6,8,2,1,1,2,2,1,1,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 2:50,2024/6/26 3:26,0,100,2189,1,2024/6/26 3:26,R_4B9a4erzUSIfcVJ,anonymous,JA,1,59,1,2,370,470,5.5,2,2.5,4,6.5,3,4,5,7,3.5,4.5,6,2.5,3.5,2.5,4,3,3.5,2.5,4.5,3,3.5,2.5,5,5,2,4.5,5,3.5,3,3.5,5,3,2,3,4,6,3.5,3.5,4.5,5.5,3,3,4.5,1.5,2,2,9,7,5,4,5.5,5.5,4,3,6.5,4,3.5,2,9,5,5,5.5,3.5,3,3,5,5,0.5,1,5.5,9,5,4,2.5,6,5.5,3,2.5,7,4.5,1.5,1,8.5,6.5,5,3.5,5.5,5.5,3.5,3.5,7.5,1.5,2.5,2.5,9,6,5,3.5,5.5,6.5,3,3,8.5,4,2,2,9,6.5,5.5,3.5,4.5,6,5.5,3.5,4,1,1.5,1,9,5,4,5,5.5,5,3,4,5.5,4.5,0.5,4,6,5,3,3,5,4,2,2.5,4,1.5,1.5,2,5,6,5.5,3,5,5,4.5,4,6,3,3,1.5,8,3,3,3,2,3,4,4,3,4,3,3,4,4,4,3,4,4,4,3,10,9,8,9,9,2,1,1,2,2,2,1,2,1,2,1,2,3,5,4,4,4,4,4,4,4,3,4,5,4,5,4,4,5,5,100,5,47
2024/6/26 4:03,2024/6/26 4:29,0,100,1544,1,2024/6/26 4:29,R_4DsKT7hGnVdgm5j,anonymous,JA,1,32,1,4,240,800,6,4,3,4,6,4.5,4.5,6,2,1,5.5,6.5,7,5.5,1,7,7.5,1,1,8,1,1,1,9.5,8,7.5,7.5,8,2,8.5,2,6,5,5,5,8,9,5,4,7,9.5,2,1,7.5,2,0.5,0.5,10,7.5,7.5,3,7.5,7,7,2,8,5,3,1,9,8,8,3,8,1,0,4,9.5,0,0,5,10,5,3,1,7,5,1,1,8,5,0.5,0.5,10,8,8,1,8,6,7,0.5,8.5,3,3,0.5,10,8,8,5,8,9,5,5,9,7,2,5,9.5,8,8,7,7,7,6,7,7.5,0.5,0.5,0.5,9.5,7.5,7,7.5,7.5,7.5,5,6,9,2,2,0.5,9.5,7,5,6.5,6,7,5,7,6.5,1.5,2,5,7.5,9,9,6,4,9,9,4,4,7,6,6,9,4,4,2,3,4,3,3,1,1,3,2,4,3,3,3,4,3,3,3,8,6,4,5,7,1,2,1,2,2,2,1,2,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 1:58,2024/6/26 2:24,0,100,1551,1,2024/6/26 2:24,R_4GVaSBKjWgHNFhg,anonymous,JA,1,61,2,2,390,390,4.5,4.5,7,4.5,4.5,4.5,7,4.5,6,4.5,8,6.5,5.5,7.5,2,2,3.5,1,2,5.5,0.5,0,1.5,10,6,10,4.5,5,2.5,10,3.5,5,4.5,2.5,5,7,5,4.5,5,5,5,5,4.5,7.5,0,0,1,10,5,5,3,5,5,5,3,5,0,0,0,10,5,5,5,5,2,2,2.5,5,0,0,0,10,8,0,2.5,5,1,0.5,2.5,5,1,0,0.5,5,5,5,0,5,3,3.5,0,5,0,1,0,10,7.5,7.5,5,8,7.5,7.5,2.5,8,8.5,3,1,9,5,5,5,5,4.5,5,2.5,5,1.5,0.5,0,10,5,5,1,5,9.5,0,1,3,9.5,0,0,3,9.5,3.5,2.5,5,9.5,3.5,2.5,5,0,0,0,10,5,5,5,5,5,5,4,5,1,1.5,1.5,9,4,3,3,1,3,2,2,4,2,3,4,1,4,2,2,3,3,1,1,9,9,4,6,7,1,2,1,2,2,2,1,2,2,2,1,2,5,5,1,5,4,3,5,5,4,5,5,4,4,5,5,5,5,5,100,5,24
2024/6/26 2:16,2024/6/26 2:42,0,100,1607,1,2024/6/26 2:42,R_40k6wsvKapNOHpu,anonymous,JA,1,25,2,3,0,200,10,7,3,7,7,9.5,6.5,10,0,0,0,0,10,2.5,0,7,1.5,1.5,7,10,0,0,5,10,10,8,8.5,10,0,10,0,7,0,0,0,0,10,2,9,9,10,0,6,10,0,0,0,10,10,10,8,10,8,5,2.5,10,0,0,0,10,10,10,2.5,10,8,0,0.5,10,0,0,5.5,10,2,2,3,9,0,0,0,9,0,0,0,10,10,8,0,7.5,10,9.5,0,8.5,4,4.5,0,10,9,8.5,1,9.5,10,3.5,1,10,8,0,5,10,10,10,7,7,4.5,10,5.5,10,0,0,0,10,10,10,10,10,10,7,7.5,10,8,0,4,10,10,3,10,10,8,5,7.5,8.5,1.5,0,10,10,10,10,2,3.5,10,10,4,10,5,2.5,0,10,4,4,2,5,5,1,1,4,1,2,4,5,4,5,4,4,5,5,5,11,7,2,8,11,2,1,2,2,2,1,1,1,1,1,1,1,1,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,100,100,24
2024/6/26 2:48,2024/6/26 3:19,0,100,1893,1,2024/6/26 3:19,R_4JXft0oaRIwwy0J,anonymous,JA,1,50,1,4,550,550,5,1,1,1,5,5,2,6,1,3,0,7,5,1,0,5,5,0.5,0,6,1,0.5,0,7,3,3,3,3,0,5,0,0.5,0,0,0,0,2,1,1,2,3,0.5,0.5,3,0,0,0,10,5,5,1,5,4,5,0.5,5,1,1,0.5,9,5,5,0.5,5,0.5,0.5,0.5,5,0,0,0,9.5,3,1,1,3,1,1,1,4,0.5,0.5,0.5,5,4,4,0.5,4,4,4,0.5,4.5,0.5,0.5,0.5,7,5,2,1,5,5,0.5,0.5,6,3.5,0,0,9,4,4,4,4,2,2,2,4,0.5,0.5,0.5,8,4,3,1,4,4.5,0.5,0.5,4.5,3,0.5,0.5,6.5,3,2,2,3,2,1,2,3,0,0,0,6,4,4,1,4,4,4,4,4,5.5,3,0.5,7,2,2,1,1,3,1,4,1,1,1,1,3,2,2,3,3,3,1,1,7,8,5,5,5,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,5,5,2,5,5,5,50,5,47
2024/6/26 4:30,2024/6/26 4:53,0,100,1395,1,2024/6/26 4:53,R_4Rlum2Zw3bFJmH2,anonymous,JA,1,33,2,4,200,400,6.5,3.5,8.5,1.5,8.5,3.5,9,2,8.5,3.5,9,2,7,5.5,1.5,8,7,5.5,1.5,9,7,5.5,1.5,9,6,7,8,9.5,1.5,7.5,1.5,3.5,1,1,1.5,0.5,9,5,5,7.5,9,5,6,8,0.5,5,2,9.5,7,7.5,5,6.5,7,7.5,5,6.5,7.5,7.5,5,8.5,7,6.5,5.5,8.5,1,0.5,1,8.5,0,0,8,10,5,5,5,5,5,5,5,5,5,5,5,7,8,5,5,6.5,8,5,5,9,8,0,6.5,9,6,7.5,0.5,7.5,6.5,8,0.5,9,8,8,0.5,9,9,7,6.5,5,9,7,6.5,5,0,0,0,9.5,5,5,5,6,5,5,5,6.5,5,5,5,7.5,8.5,5,5,6.5,8.5,5,5,9.5,0,0,0,10,9.5,7.5,6,7.5,9.5,7.5,4,7.5,9.5,5.5,0,10,5,5,4,5,5,5,1,5,4,3,4,4,4,4,4,4,4,3,3,9,10,7,7,8,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,4,2,3,3,3,3,5,4,4,3,5,3,5,5,4,100,30,24
2024/6/26 2:10,2024/6/26 2:38,0,100,1691,1,2024/6/26 2:38,R_4wEkFqxTZO2ClAz,anonymous,JA,1,53,2,2,0,600,5,0.5,5,2,5,3,5,4,5,3,6,4,8,2,1,6,8,2,1,7,7,2,1,8,6,4,6,6,2,6,5,7,2,4,5,7,6,5,5,6,6,5,5,7,4,5,5,10,7,7,3,7,7,7,4,7,7,5,3,8,7,7,5,7,6,7,5,7,4,5,5,9,7,5,5,5,6,5,5,6,5,4,3,8,8,5,3,6,9,6,3,8,8,6,3,9,7,7,6,7,7,7,6,8.5,7,7,6,9,8,8,7,7,7,6,6,8,6,6,5,9,7,5,6,7,8,5,6,7,8,5,5,8,8,3,5,5,8,4,5,6,8,4,5,8,7,7,5,6,7,6,4,7,7,6,5,8,4,4,4,4,4,4,2,4,3,3,4,3,4,4,3,5,3,4,4,7,9,7,6,7,1,1,2,2,2,1,1,2,2,2,1,2,3,4,5,5,5,4,5,4,3,4,5,5,4,5,2,4,5,5,500,100,47
2024/6/26 2:12,2024/6/26 2:46,0,100,2043,1,2024/6/26 2:46,R_4Ld09S1P9920x4N,anonymous,JA,1,35,2,2,20,800,2,2,3.5,4,3,2.5,2.5,5,2,1,3.5,4.5,5.5,5.5,2.5,6.5,6,5,2,7.5,5,1.5,1,9.5,7.5,7,5.5,7.5,6,8,4,7,6.5,7,4.5,8,7,4.5,5.5,6.5,7.5,2.5,4.5,8.5,7,1.5,3,9.5,6.5,6.5,4.5,7,7,7.5,4,8,6,4.5,3,9.5,6.5,6.5,5.5,6.5,5.5,6,4.5,8,2,2,4,10,6.5,6,5.5,4.5,7.5,7,6.5,6,8,4,5,8.5,8,7.5,2,7.5,7.5,7,1.5,8.5,2.5,6,1,9.5,8,7.5,4.5,8,8.5,4,5,9,8,1.5,4.5,9.5,8,7,7.5,8,7.5,7.5,7,8.5,2.5,0.5,1.5,9.5,8,4.5,6,7,7.5,3.5,5.5,8,8,1,2,9,7.5,3.5,6.5,7,8,3,7,7.5,0.5,1.5,6.5,9.5,8,7.5,6.5,8,8.5,8,4,8.5,7,7,5,9,4,4,3,4,4,4,3,4,4,2,4,5,4,4,3,3,4,4,4,7,6,7,6,8,2,1,2,2,2,2,1,2,1,2,1,2,4,4,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,100,5,47
2024/6/26 2:03,2024/6/26 2:30,0,100,1607,1,2024/6/26 2:30,R_4w0KnnhSjVWPb6S,anonymous,JA,1,35,2,4,120,220,6.5,5.5,5,3,6.5,5.5,6.5,5,6.5,5,6.5,5.5,7,5.5,4,7,6,5,1,9,2,5.5,0.5,9.5,6,5,5.5,5.5,0.5,6.5,0.5,5.5,0,0,2,7.5,7.5,3,2,6,8.5,3,2,7,0,0,2,10,7,5.5,0,7,6.5,5.5,0,8,1,0,0,9.5,6.5,6.5,3.5,6.5,0.5,2.5,3.5,9,0,0,5.5,10,6.5,3,5,4,8.5,1,4,3,6,0,0,8.5,6,3,0,1,5.5,5.5,0,5.5,1,5.5,0,8.5,8,2,1,8,8,2,1,9.5,2,0.5,1,9.5,6.5,6.5,4.5,1,6.5,6.5,4.5,1,0,6,0,5.5,6.5,0,4,5.5,7,0,5.5,5.5,7,0,3,5.5,8,0,6,8,8,0,6.5,8,6,0,6.5,9.5,6,6.5,0,4.5,6.5,7.5,4,5.5,7,1,0,7,1,1,1,3,3,1,5,1,3,3,1,5,1,4,5,4,4,4,4,7,7,7,6,7,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,5,3,3,3,3,4,5,5,3,5,5,4,5,5,3,100,100,24
