開始日,終了日,回答の進行状況,終了状況,回答時間（秒単位）,記録日,ID生成,匿名,母国語,同意するか,年齢,性別,最終学歴,個人収入,世帯収入,BADE練習ヒント1解釈1,BADE練習ヒント1解釈2,BADE練習ヒント1解釈3,BADE練習ヒント1解釈4,BADE練習ヒント2解釈1,BADE練習ヒント2解釈2,BADE練習ヒント2解釈3,BADE練習ヒント2解釈4,BADE練習ヒント3解釈1,BADE練習ヒント3解釈2,BADE練習ヒント3解釈3,BADE練習ヒント3解釈4,BADE1ヒント1解釈1,BADE1ヒント1解釈2,BADE1ヒント1解釈3,BADE1ヒント1解釈4,BADE1ヒント2解釈1,BADE1ヒント2解釈2,BADE1ヒント2解釈3,BADE1ヒント2解釈4,BADE1ヒント3解釈1,BADE1ヒント3解釈2,BADE1ヒント3解釈3,BADE1ヒント3解釈4,BADE2ヒント1解釈1,BADE2ヒント1解釈2,BADE2ヒント1解釈3,BADE2ヒント1解釈4,BADE2ヒント2解釈1,BADE2ヒント2解釈2,BADE2ヒント2解釈3,BADE2ヒント2解釈4,BADE2ヒント3解釈1,BADE2ヒント3解釈2,BADE2ヒント3解釈3,BADE2ヒント3解釈4,BADE3ヒント1解釈1,BADE3ヒント1解釈2,BADE3ヒント1解釈3,BADE3ヒント1解釈4,BADE3ヒント2解釈1,BADE3ヒント2解釈2,BADE3ヒント2解釈3,BADE3ヒント2解釈4,BADE3ヒント3解釈1,BADE3ヒント3解釈2,BADE3ヒント3解釈3,BADE3ヒント3解釈4,BADE4ヒント1解釈1,BADE4ヒント1解釈2,BADE4ヒント1解釈3,BADE4ヒント1解釈4,BADE4ヒント2解釈1,BADE4ヒント2解釈2,BADE4ヒント2解釈3,BADE4ヒント2解釈4,BADE4ヒント3解釈1,BADE4ヒント3解釈2,BADE4ヒント3解釈3,BADE4ヒント3解釈4,BADE5ヒント1解釈1,BADE5ヒント1解釈2,BADE5ヒント1解釈3,BADE5ヒント1解釈4,BADE5ヒント2解釈1,BADE5ヒント2解釈2,BADE5ヒント2解釈3,BADE5ヒント2解釈4,BADE5ヒント3解釈1,BADE5ヒント3解釈2,BADE5ヒント3解釈3,BADE5ヒント3解釈4,BADE6ヒント1解釈1,BADE6ヒント1解釈2,BADE6ヒント1解釈3,BADE6ヒント1解釈4,BADE6ヒント2解釈1,BADE6ヒント2解釈2,BADE6ヒント2解釈3,BADE6ヒント2解釈4,BADE6ヒント3解釈1,BADE6ヒント3解釈2,BADE6ヒント3解釈3,BADE6ヒント3解釈4,BADE7ヒント1解釈1,BADE7ヒント1解釈2,BADE7ヒント1解釈3,BADE7ヒント1解釈4,BADE7ヒント2解釈1,BADE7ヒント2解釈2,BADE7ヒント2解釈3,BADE7ヒント2解釈4,BADE7ヒント3解釈1,BADE7ヒント3解釈2,BADE7ヒント3解釈3,BADE7ヒント3解釈4,BADE8ヒント1解釈1,BADE8ヒント1解釈2,BADE8ヒント1解釈3,BADE8ヒント1解釈4,BADE8ヒント2解釈1,BADE8ヒント2解釈2,BADE8ヒント2解釈3,BADE8ヒント2解釈4,BADE8ヒント3解釈1,BADE8ヒント3解釈2,BADE8ヒント3解釈3,BADE8ヒント3解釈4,BADE9ヒント1解釈1,BADE9ヒント1解釈2,BADE9ヒント1解釈3,BADE9ヒント1解釈4,BADE9ヒント2解釈1,BADE9ヒント2解釈2,BADE9ヒント2解釈3,BADE9ヒント2解釈4,BADE9ヒント3解釈1,BADE9ヒント3解釈2,BADE9ヒント3解釈3,BADE9ヒント3解釈4,BADE10ヒント1解釈1,BADE10ヒント1解釈2,BADE10ヒント1解釈3,BADE10ヒント1解釈4,BADE10ヒント2解釈1,BADE10ヒント2解釈2,BADE10ヒント2解釈3,BADE10ヒント2解釈4,BADE10ヒント3解釈1,BADE10ヒント3解釈2,BADE10ヒント3解釈3,BADE10ヒント3解釈4,BADE11ヒント1解釈1,BADE11ヒント1解釈2,BADE11ヒント1解釈3,BADE11ヒント1解釈4,BADE11ヒント2解釈1,BADE11ヒント2解釈2,BADE11ヒント2解釈3,BADE11ヒント2解釈4,BADE11ヒント3解釈1,BADE11ヒント3解釈2,BADE11ヒント3解釈3,BADE11ヒント3解釈4,BADE12ヒント1解釈1,BADE12ヒント1解釈2,BADE12ヒント1解釈3,BADE12ヒント1解釈4,BADE12ヒント2解釈1,BADE12ヒント2解釈2,BADE12ヒント2解釈3,BADE12ヒント2解釈4,BADE12ヒント3解釈1,BADE12ヒント3解釈2,BADE12ヒント3解釈3,BADE12ヒント3解釈4,疑似科学信奉尺度1,疑似科学信奉尺度2,疑似科学信奉尺度3,疑似科学信奉尺度4,疑似科学信奉尺度5,疑似科学信奉尺度6,疑似科学信奉尺度7,疑似科学信奉尺度8,疑似科学信奉尺度9,疑似科学信奉尺度10,疑似科学信奉尺度11,疑似科学信奉尺度12,疑似科学信奉尺度13,疑似科学信奉尺度14,疑似科学信奉尺度15,疑似科学信奉尺度16,疑似科学信奉尺度17,疑似科学信奉尺度18,疑似科学信奉尺度19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,科学的推論能力1,科学的推論能力2,科学的推論能力3,科学的推論能力4,科学的推論能力5,科学的推論能力6,科学的推論能力7,科学的推論能力8,科学的推論能力9,科学的推論能力10,科学的推論能力11,科学的推論能力12,被害妄想1,被害妄想2,被害妄想3,被害妄想4,被害妄想5,被害妄想6,被害妄想7,被害妄想8,被害妄想9,被害妄想10,被害妄想11,被害妄想12,被害妄想13,被害妄想14,被害妄想15,被害妄想16,被害妄想17,被害妄想18,CRT1,CRT2,CRT3,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/6/26 3:10,2024/6/26 3:27,0,100,1038,2024/6/26 3:27,R_1VneJo2mHULLYqt,anonymous,JA,1,28,2,2,120,120,3.5,7.5,10,0.5,10,10,10,10,10,10,10,10,9.5,7.5,0,9,9.5,5.5,0,10,7.5,0.5,0,10,10,1,5,10,8,10,5,9.5,5,4.5,4,4.5,7,0,0,7,7.5,0,0,7.5,8,2.5,0,10,7,2.5,1,6,7,2.5,1,6.5,6.5,0,0,10,7,6,0.5,7.5,5.5,3,0,8.5,3.5,2,0,10,6,4,0.5,2.5,4,4.5,0.5,2.5,3.5,3,0,9.5,2,1.5,0,2.5,5,2,0,8,2.5,3.5,1,10,5.5,0,2.5,5.5,6.5,0,1,7.5,10,0,1,10,6,6,1,5.5,6.5,6,0,6,5,4,0,9.5,5,1,4,3.5,8,1,1,4.5,5,0.5,0,7.5,7.5,6,5.5,7,8,6,5.5,10,8.5,6,2.5,10,6,6.5,0,3,7,6.5,0,4,10,1.5,0,9,2,4,2,4,3,5,3,4,4,1,3,4,4,4,5,4,2,5,4,7,8,5,8,8,1,2,1,2,1,1,2,1,1,2,1,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,24,,,,,,,繝舌ラ繝溘Φ繝医Φ,,縺昴ｮ莉,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:41,2024/6/26 3:29,0,100,2878,2024/6/26 3:29,R_4dT4Uc0WnZcUj1C,anonymous,JA,1,42,2,4,35,650,7,5,3.5,7,5.5,7,4.5,7.5,3,5,3,8,7,4,1,7,8,2,1,10,1,1,1,10,6.5,9,7,10,1,9.5,1.5,8.5,0.5,2,9,2,8.5,1,7,7.5,9,2,7.5,8,0,0.5,9.5,10,9.5,8,6,8,7.5,8,5.5,9,1,0,4,9.5,9.5,8,6.5,9,1,0.5,3,9.5,0,0,2,10,5.5,1,0,5,6,1,1,6,1.5,0,0.5,9,8.5,6.5,1.5,1.5,8.5,8.5,0.5,6,2.5,2.5,0,9,7.5,5.5,4,7.5,8,4.5,5.5,9.5,7.5,2,5,10,7,7.5,7,7.5,6,8,5,7.5,1.5,2,0,10,7,3.5,2,6.5,7,2,2,7,1,1,0,9,9,5,7.5,9,9,1.5,8.5,9,1,0.5,7.5,9.5,7,7,3.5,6,7.5,7.5,5,6,5,4.5,2.5,8.5,3,2,3,3,4,1,3,4,1,3,2,4,2,4,5,3,2,3,2,8,7,4,7,7,2,1,1,2,2,2,1,2,1,2,2,1,1,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,100,1,24,,,,,,,,,縺昴ｮ莉,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:06,2024/6/26 3:29,0,100,1390,2024/6/26 3:29,R_5buAEuT48HpXOuJ,anonymous,JA,1,40,2,4,480,1100,5,4.5,6.5,4,6.5,5,8,5.5,6,4.5,6,6,8,6.5,1,7.5,6.5,6.5,0.5,9.5,5,3.5,0,10,7.5,7,4,9.5,7,10,3.5,8.5,7,0.5,3,8,9,5.5,6,8.5,8,6,7.5,9,7.5,0,5,9.5,9,8,1,7,9,8,1,7.5,1.5,2,1,9.5,9,8.5,3,6,0.5,1.5,3,9.5,0,0,0.5,10,7.5,1.5,2.5,6.5,2,1.5,1.5,7,0,0,0,10,8.5,5.5,0,6,8.5,5.5,0,6,0.5,0.5,0,9.5,6.5,7,3.5,7,6.5,0,0.5,10,8,0,0,10,8,6.5,6,6.5,5,0.5,1,0,0,5,0,10,8,7.5,8,6.5,8,8.5,6.5,8.5,7,9,5,10,9,6.5,5.5,8.5,9,7,6,9,5,5,7.5,10,8.5,9,2,3.5,9.5,8,1,7.5,5,0,0,10,4,4,4,3,4,4,3,3,2,3,4,3,4,4,3,3,3,2,2,8,9,6,7,7,1,1,1,2,1,2,1,2,2,1,1,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:52,2024/6/26 3:29,0,100,2259,2024/6/26 3:29,R_4CTj9I1NilWYCfr,anonymous,JA,1,48,1,4,45,500,7,5.5,5,5.5,7.5,7,6,7,4,3,7.5,8,7.5,5.5,1,7.5,8,4,1,8.5,5.5,2,1,9.5,6,5.5,6,6.5,5.5,6.5,5,7.5,6.5,2.5,5,7.5,8,5,5,7.5,6.5,0.5,3,8.5,1,0.5,0.5,9.5,7.5,6,5.5,7,6.5,5.5,3.5,8,6,4.5,2.5,9,7.5,6.5,5,7,4,0.5,5,8.5,0.5,0,5,10,6.5,5.5,5,8,7,5,5,8,6,1,2,8.5,8.5,6.5,2,7,8.5,6,2,8.5,2,1.5,2,9.5,7.5,8,5,7.5,6.5,5,5,9,5.5,5,5,9.5,7.5,8.5,3,8,6.5,6.5,3,8.5,2.5,1,1,9.5,8,1.5,5,7.5,8,0.5,5,8,8,0,5,8.5,7.5,6,5.5,7.5,7.5,5.5,5.5,8,0.5,5,5,9,8,8.5,6,6.5,7.5,7,6.5,7.5,6.5,6,5.5,9.5,3,2,1,1,3,2,5,1,1,3,1,3,2,4,3,3,1,2,1,6,8,3,4,6,1,2,1,2,2,1,1,2,1,2,1,2,4,5,5,5,5,5,4,4,3,5,5,5,5,5,4,5,5,5,1050,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:10,2024/6/26 3:31,0,100,1265,2024/6/26 3:31,R_47lefcvRmHf2I3w,anonymous,JA,1,31,1,4,1050,1600,6.5,6.5,3,1.5,6.5,2.5,5,3,3.5,4.5,4,5,4.5,1,5.5,3.5,4.5,2,6.5,3,4.5,2.5,4.5,3,3.5,5.5,3.5,6,2,3.5,5,7.5,1.5,5.5,2.5,6,7,2.5,2.5,2.5,7,2.5,2.5,2.5,9,2.5,2.5,2.5,2.5,2.5,7,6,2.5,4,6,6,2.5,4,6,6,4,8,6.5,2.5,5,5,5,3,1.5,6.5,8.5,3,5.5,5,5,2.5,3.5,5,3.5,5,3.5,0.5,1.5,8.5,6.5,2.5,1.5,8,6.5,2.5,1.5,8,0.5,2.5,5,10,9,2,8,6.5,9,3.5,1.5,8.5,10,0,0,10,6.5,3,8,2.5,2,5.5,2.5,9,0,1,0,10,0,1.5,8.5,0,9.5,7.5,3,0,0,1.5,0,10,0.5,5,0,2.5,0.5,5,0,2,0,0,0,10,1,5,0,5,4,1.5,3,6.5,0,0,0,10,1,1,1,1,2,1,1,4,4,4,3,4,2,1,4,4,2,3,4,7,8,5,8,8,1,1,1,1,2,1,2,1,2,2,1,1,3,2,4,2,3,2,4,3,3,3,2,4,3,2,2,2,1,2,100,20,24,,繧ｵ繝き繝ｼ,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:08,2024/6/26 3:32,0,100,1432,2024/6/26 3:32,R_4kgZKcrKiky6Txn,anonymous,JA,1,33,2,3,0,400,8,4.5,6.5,5.5,6.5,2.5,6.5,8.5,6,2,6.5,9,7.5,5.5,3,8,8,5,2,9.5,2,2.5,2,10,5.5,6,4.5,8,1.5,5,2,8.5,1,2.5,1.5,9,8,4,3.5,5.5,9.5,3,0,6,0,0.5,0,10,8,4.5,2,6,6.5,4.5,2,8.5,0,0,0,10,6,7,2.5,6.5,0.5,1,1.5,10,0,0,0,10,5.5,5.5,2,2.5,5.5,3,1.5,5,1.5,0,0,10,7.5,7,0,6,2.5,7,0,7,0,7,0,9,7,6,3,6,7.5,6,3,7.5,4.5,3.5,0,10,6,7.5,3,6,6,6,3,6,0,0,0,10,3.5,6.5,3.5,7,3.5,6.5,1.5,9,0,0,0,10,6,6,6.5,7.5,7,2.5,6.5,8,0,0,0,10,9,8.5,1.5,6,9,8.5,1.5,1.5,3,0,0,10,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,3,4,4,4,7,6,7,7,7,2,1,2,1,2,2,1,2,1,1,1,2,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,100,100,36100,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:34,2024/6/26 3:32,0,100,3453,2024/6/26 3:32,R_4HzkGP8h6i8BV6x,anonymous,JA,1,42,1,4,30,500,2.5,2,2,1,5,8,2,8,0.5,1,1,9,6,4,0.5,4,3,2,0.5,8,2,1,0.5,9,6,7,6,7,2,8,2,8,1.5,0.5,8,1,8,4,4,6,5,5,5,7,4,1,4,8,8,8,2,8,7,8,1.5,8,5,1,1,9.5,8,8,4,7.5,1,1,2.5,9.5,0.5,0.5,1,9.5,5.5,6,3.5,5.5,4,5.5,3,7,1.5,2,1.5,8,8,6,2,6,7.5,5,1,6.5,5,3,0.5,8,6,6,2.5,7,6.5,4,1,8,5,3,0.5,8.5,6,6.5,4,3.5,5,7,3.5,3,2,2,0.5,8,6.5,4,6.5,5.5,5,3.5,4,6.5,2,3,2.5,7.5,7,4,6,6,6.5,3,6.5,6.5,1,0.5,2,9,7,7,6,6,7.5,7.5,6.5,6.5,7,5,3,8,4,4,4,3,3,2,4,2,1,2,1,3,1,2,2,3,4,1,1,4,4,4,3,2,1,2,1,2,2,2,1,2,2,2,1,1,3,4,5,5,4,3,3,4,3,4,4,4,4,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:58,2024/6/26 3:32,0,100,2069,2024/6/26 3:32,R_4ftnB8ORcgdpPKp,anonymous,JA,1,30,1,3,350,350,6,0.5,5,0.5,7,3,6,5.5,2.5,6,5.5,8.5,3,0.5,0.5,0.5,2,1.5,0.5,7.5,2,0.5,0.5,9.5,7,5.5,7.5,8.5,1,8,6,4.5,3.5,0.5,6,5,7.5,3.5,1,5.5,8.5,0.5,0.5,6.5,0,0,0,10,9.5,5.5,5,7.5,6,2.5,3.5,9.5,1,0.5,0.5,9.5,7.5,6.5,5.5,7,1,0.5,6,9,0,0,6,10,5,1,1.5,7.5,2.5,1,0.5,8.5,2,0,0.5,9.5,8,5,2,5.5,5.5,5,1.5,9.5,0.5,1.5,2.5,10,5,7,6,5.5,5,1,5,9.5,1.5,0.5,5,10,7,3.5,5,7.5,7,2.5,5.5,7.5,0,0,0,10,7.5,5.5,6,4.5,8.5,2.5,5,6,8.5,0,5,5,7.5,3.5,5,4,0.5,0.5,5,8.5,0,0,5,10,6,7,0.5,1.5,7.5,7,0.5,0.5,7.5,4.5,0.5,9,1,2,1,1,3,1,5,2,2,2,4,5,1,4,1,4,3,3,1,7,10,3,2,8,2,2,1,2,2,1,1,2,2,2,1,2,2,4,3,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:07,2024/6/26 3:32,0,100,1542,2024/6/26 3:32,R_4VaLu6Gys2Bb8gx,anonymous,JA,1,35,1,4,600,1000,7,7,3,5,8,8,3,8.5,3,3,1,7,7,5,1,8.5,7,3.5,0.5,9,3,2,0.5,10,9.5,6.5,7.5,9,6,8,3.5,9.5,2.5,0,2,1,9.5,2,6,7,9.5,1,6,8,1,0,1,10,8,8,5,8,7,8,5,8,2,2.5,2,10,8.5,8.5,5,6,1.5,2,4.5,9,0,0,2,10,6,6,3,8,1.5,1.5,3,8.5,1.5,0.5,0.5,10,8.5,1.5,1.5,6,8.5,1.5,0.5,7,6,1.5,0.5,8,5.5,8,4,9,7,7,4,9.5,7,5.5,4,9.5,8,8,8,8,8,8,8,8,3,2,2,9,8,6,2.5,7,8,6,2,7.5,6,2.5,1,8.5,8,6.5,3.5,7,8,6.5,3.5,7,4,4,1.5,8.5,8,8.5,8,8,8,8.5,8,8,6,5,3,9,4,4,4,2,4,2,4,2,1,2,2,2,1,4,4,2,4,2,2,5,7,4,4,4,2,1,1,2,2,2,1,2,1,2,1,1,3,4,4,5,4,4,4,4,3,4,4,4,5,5,4,4,5,5,50,100,47,,繧ｵ繝き繝ｼ,,繝ｩ繝ｳ繝九Φ繧ｰ,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:57,2024/6/26 3:32,0,100,2144,2024/6/26 3:32,R_4oFr3aoNUyC2wqR,anonymous,JA,1,43,2,2,100,500,7,4.5,3,4,6.5,5.5,3.5,5,5,5.5,3.5,5.5,8.5,3.5,3.5,6,8,2.5,3,9,4,2.5,2.5,9.5,5.5,5.5,6,5.5,3.5,9.5,5,5.5,4,7,5,4.5,7.5,5,4.5,6,8.5,5.5,5,7.5,4.5,4,4.5,9.5,9.5,8.5,2.5,9.5,9,7.5,2.5,9.5,7.5,7.5,3,10,6.5,5.5,5,6.5,4,4.5,5,8.5,1.5,2,5,9.5,6.5,5.5,5,6,5.5,5.5,5.5,7,5,4,6,7.5,8.5,6,3.5,5.5,9,6.5,3,6.5,8,6.5,3,8,7,5.5,4.5,6.5,8,5.5,4,8.5,7.5,4.5,4,9,7,7.5,4,5.5,7,7.5,4.5,5.5,5,5,3.5,8,6.5,4.5,5.5,7,6.5,5,5.5,7,5,4.5,4,7.5,6.5,5,4,6,7,4,4,6.5,4,3.5,3.5,7.5,7,8,6,5.5,7,8,6.5,5.5,5.5,3,4,9.5,4,4,4,4,4,3,2,3,2,3,3,2,4,3,3,4,2,2,2,8,7,6,6,6,2,2,1,2,2,2,1,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:56,2024/6/26 3:33,0,100,2228,2024/6/26 3:33,R_4QDwatOkR1uH4Wl,anonymous,JA,1,39,1,5,700,700,8.5,2.5,10,7.5,6.5,5.5,10,8,8,3.5,10,5.5,0,7,2,10,0,7.5,2,10,0,6,2,10,7,3,2.5,9.5,3,7,4,6.5,3.5,0.5,2.5,3.5,10,0.5,1.5,9,10,0,0.5,5.5,0,0,0,10,10,1.5,1.5,0.5,10,2,0.5,2,7.5,1,0,10,8,8.5,2.5,0.5,1,2.5,4.5,8,0,0,1.5,10,2.5,8.5,1.5,7.5,1,5,7.5,9.5,0.5,1.5,2,10,2.5,2.5,8,2,6.5,6.5,3,8,3.5,3,5,10,8,2,3,8,8.5,2,5,9.5,6.5,2,5,10,8.5,2.5,8.5,1,8.5,3.5,6,4.5,2,2,1.5,10,7.5,2,6,8.5,8.5,1,3.5,9.5,1.5,1,8.5,10,10,1.5,7.5,9.5,5,1.5,6,5,2.5,1.5,3.5,10,8,8,1,1,8,8,7,1,8,2,2.5,7.5,4,3,1,3,4,5,2,5,3,2,3,5,5,4,4,3,5,2,1,8,9,5,7,8,1,2,2,2,2,1,2,2,2,2,1,1,2,2,5,4,3,4,2,3,4,3,4,2,5,5,3,4,3,5,50,100,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:59,2024/6/26 3:34,0,100,2049,2024/6/26 3:34,R_4eCpd0sKnTHmmq2,anonymous,JA,1,30,2,3,300,700,7,6,4,6,7,10,4,10,7,0,4,10,8,6,2,10,8,0,2,10,0,0,2,10,6,10,8,10,3,10,3,10,3,0,8,10,10,0,0,8,10,0,0,8,0,0,0,10,10,10,3,10,10,10,3,10,6,0,3,10,10,10,3,10,4,0,0,10,0,0,0,10,6,1,2,10,4,1,2,10,0,0,0,10,10,10,0,3,10,10,0,8,8,8,0,10,10,8,0,10,10,8,0,10,10,8,0,10,10,10,10,10,7,8,7,10,0,0,0,10,10,10,10,10,10,10,10,10,0,10,0,10,7,9,10,7,7,9,10,9,0,4,6,10,10,10,3,10,10,10,3,10,8,6,3,10,1,1,1,1,1,1,4,1,1,1,1,5,1,3,1,4,5,4,4,8,10,4,1,1,1,1,2,2,1,1,1,2,1,2,1,1,3,3,5,5,5,3,5,5,3,3,5,5,5,5,5,5,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:48,2024/6/26 3:34,0,100,2762,2024/6/26 3:34,R_4IYlYf5mWWeLX3D,anonymous,JA,1,33,2,3,300,300,6.5,4.5,3.5,5,5.5,6.5,5.5,7.5,3,5.5,6,8,7.5,7,4.5,5,7.5,8.5,3.5,9.5,2.5,3,2,10,6.5,6.5,6.5,6.5,2.5,7.5,1.5,4,2.5,6.5,1.5,7.5,8,3,2.5,6,8,3,1.5,6.5,4,3,1.5,10,8.5,6,4,7,8,6,4,8.5,3,3.5,1,10,7.5,7.5,2.5,7.5,3,3,1.5,8,3,3,1.5,10,7,3.5,2,6.5,7,3.5,2,8.5,1.5,0.5,0.5,10,8,6,3.5,7,8,6,2.5,8.5,7,6,2.5,9.5,7.5,5,5,6,6,4,3.5,8.5,6,4,3.5,10,6.5,6.5,4,6.5,6.5,6.5,4,8.5,1.5,1,2.5,10,6,4,5,8,6,3,5,8.5,6,3,5,10,6,3.5,6,6,6,3.5,7,6.5,2.5,3.5,2.5,10,6.5,6,5,4,8,6,5,4,8,6,3.5,9.5,5,5,4,3,5,4,2,3,3,3,4,4,4,4,4,4,4,2,2,9,9,7,8,9,2,2,1,2,2,1,1,2,2,1,2,2,2,2,5,5,4,3,2,3,3,4,4,5,5,5,4,5,5,5,100,5,12,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:51,2024/6/26 3:34,0,100,2558,2024/6/26 3:34,R_4dk7ZM8DgtBEGgp,anonymous,JA,1,34,1,4,800,800,6,3,1,1,1,5,0.5,3,0,0,0,7,6,1,1,3,3,1,1,8,0.5,0.5,0.5,10,6,5,6,6,1,8,1,1,0,0,0.5,0,8,1,5,6,9,0,1,6,0,0,0,10,10,6,0,8,6,6,0,9,0,0,0,10,6,6,3,6,0,0,5,10,0,0,5,10,3,1,1,6,1,1,1,8,1,1,1,10,8,6,0,6,0,0,0,10,0,0,0,10,6,3,1.5,6,6,3,1.5,9,0,0,0,10,6,1,1,6,6,1.5,0,8,0,0,0,10,5,5,1,5,6,1,1,6,3,0,0,7,7,3,5,5,7,1,5,6,0,0,3,10,5,5,3,5,5,5,3.5,5,0,0,0,10,4,4,3,3,4,2,3,3,2,3,3,3,3,3,3,3,3,2,2,11,9,2,9,2,2,1,1,2,2,2,2,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
